State,deaths,cases
Belknap,138.0,8299
Carroll,23.0,5447
Cheshire,60.0,7906
Coos,77.0,4352
Grafton,40.0,8371
Hillsborough,731.0,58142
Merrimack,155.0,18232
Rockingham,355.0,39063
Strafford,149.0,17195
Sullivan,40.0,5428
Unknown,13.0,2021
