State,deaths,cases
Androscoggin,131.0,14051
Aroostook,90.0,6282
Cumberland,257.0,25616
Franklin,35.0,3291
Hancock,56.0,3873
Kennebec,133.0,12783
Knox,17.0,2641
Lincoln,10.0,2390
Oxford,90.0,6864
Penobscot,206.0,15194
Piscataquis,14.0,1773
Sagadahoc,16.0,2658
Somerset,66.0,5732
Unknown,0.0,30
Waldo,36.0,3105
Washington,37.0,2536
York,173.0,21178
